current_time,current_day_of_week,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,average_distance,ocupada
0.7762237762237763,0.16666666666666666,0.5494025974025973,0.49532152100338434,0.1872340425531915,0.78125,0.7942583732057417,0.8165646380986687,0.7691515487601998,0.5324056423942051,1
0.7832167832167832,0.16666666666666666,0.5620779220779221,0.46944057336253225,0.19148936170212766,0.78125,0.7195488721804512,0.8192266142212131,0.7758206936056897,0.5338719610545763,1
0.7902097902097902,0.16666666666666666,0.5591688311688312,0.4907425841130797,0.21702127659574466,0.78125,0.8189473684210526,0.8188629286788539,0.7744639803160436,0.531640841450822,1
0.7972027972027972,0.16666666666666666,0.5402597402597402,0.44694405733625314,0.17872340425531916,0.784375,0.7621052631578948,0.8131436802304651,0.7691515487601995,0.5328602011789202,1
0.8041958041958042,0.16666666666666666,0.5635324675324676,0.44774039418674094,0.17446808510638295,0.78125,0.8515789473684211,0.8151962549513873,0.775841277386077,0.5324789583272236,1
0.8111888111888111,0.16666666666666666,0.5402597402597402,0.4357953414294246,0.17446808510638295,0.78125,0.7873684210526315,0.8120417716960758,0.7646961894953659,0.5327868852459017,1
0.8181818181818182,0.16666666666666666,0.5646753246753247,0.42225761497113273,0.17446808510638295,0.78125,0.8784688995215311,0.8152378050469523,0.7761448881467897,0.531887800383095,1
0.8251748251748252,0.16666666666666666,0.5352727272727273,0.4509257415886919,0.17872340425531916,0.759375,0.7989473684210527,0.810615772416277,0.7561166125326787,0.5344036945056269,0
0.8321678321678322,0.16666666666666666,0.5547012987012987,0.4391797730439975,0.1702127659574468,0.78125,0.8851674641148326,0.816801275785792,0.7848485191430613,0.5327722220592979,1
0.8391608391608392,0.16666666666666666,0.5549090909090909,0.4101134780011944,0.17446808510638295,0.7897727272727275,0.8688995215311005,0.8191679552627681,0.7786785093503457,0.5313059033989267,1
0.8461538461538461,0.16666666666666666,0.5449350649350649,0.41230340434003576,0.1702127659574468,0.7836538461538463,0.7854251012145749,0.8153551229638424,0.760509993429361,0.5320390627291123,1
0.8531468531468531,0.16666666666666666,0.5778701298701299,0.4596854469440573,0.1872340425531915,0.78125,0.8,0.8193014043932311,0.7798985977976707,0.5319804099826975,1
0.8601398601398601,0.16666666666666666,0.5926233766233766,0.4340035835158271,0.1702127659574468,0.7777777777777778,0.7415204678362572,0.8149909974792947,0.7669840766854158,0.5334027390832575,1
0.8671328671328671,0.16666666666666666,0.5986493506493507,0.4091180569380847,0.17446808510638295,0.78125,0.8412280701754387,0.8129816348577611,0.7688806147508519,0.5331974544708056,1
0.8741258741258742,0.16666666666666666,0.593974025974026,0.41051164642643834,0.17446808510638295,0.78125,0.7935222672064778,0.8136298163485781,0.7685193694050546,0.5325669374468459,1
0.8811188811188811,0.16666666666666666,0.6127792207792208,0.3939876567788174,0.17446808510638295,0.78125,0.8278195488721805,0.8119553474973001,0.7732322832219847,0.5317311358104343,1
0.8881118881118881,0.16666666666666666,0.617038961038961,0.4013537726458291,0.17872340425531916,0.78125,0.8548872180451127,0.8115804189879057,0.7758806287309351,0.5316724830640195,1
0.8951048951048951,0.16666666666666666,0.5795324675324675,0.007565200079633678,0.16170212765957445,0.8096590909090909,0.7177033492822967,0.8248109470651787,0.8059785048456526,0.5318044517434528,0
0.9020979020979021,0.16666666666666666,0.5710129870129871,0.39040414095162246,0.17446808510638295,0.8125,0.6993421052631579,0.8312207418077068,0.816882762505832,0.532361652834394,1
